week,month,staff_name,role,service,present
18,5,Aimee Montoya,nursing_assistant,general_medicine,False
19,5,Aimee Montoya,nursing_assistant,general_medicine,True
20,5,Aimee Montoya,nursing_assistant,general_medicine,False
21,5,Aimee Montoya,nursing_assistant,general_medicine,False
22,6,Aimee Montoya,nursing_assistant,general_medicine,True
23,6,Aimee Montoya,nursing_assistant,general_medicine,True
24,6,Aimee Montoya,nursing_assistant,general_medicine,False
25,6,Aimee Montoya,nursing_assistant,general_medicine,True
26,7,Aimee Montoya,nursing_assistant,general_medicine,True
27,7,Aimee Montoya,nursing_assistant,general_medicine,False
28,7,Aimee Montoya,nursing_assistant,general_medicine,True
29,7,Aimee Montoya,nursing_assistant,general_medicine,True
30,7,Aimee Montoya,nursing_assistant,general_medicine,False
31,8,Aimee Montoya,nursing_assistant,general_medicine,True
32,8,Aimee Montoya,nursing_assistant,general_medicine,True
33,8,Aimee Montoya,nursing_assistant,general_medicine,False
34,8,Aimee Montoya,nursing_assistant,general_medicine,True
35,9,Aimee Montoya,nursing_assistant,general_medicine,False
36,9,Aimee Montoya,nursing_assistant,general_medicine,False
37,9,Aimee Montoya,nursing_assistant,general_medicine,True
38,9,Aimee Montoya,nursing_assistant,general_medicine,True
39,10,Aimee Montoya,nursing_assistant,general_medicine,False
40,10,Aimee Montoya,nursing_assistant,general_medicine,False
41,10,Aimee Montoya,nursing_assistant,general_medicine,True
42,10,Aimee Montoya,nursing_assistant,general_medicine,False
43,10,Aimee Montoya,nursing_assistant,general_medicine,True
44,11,Aimee Montoya,nursing_assistant,general_medicine,True
45,11,Aimee Montoya,nursing_assistant,general_medicine,False
46,11,Aimee Montoya,nursing_assistant,general_medicine,False
47,11,Aimee Montoya,nursing_assistant,general_medicine,True
48,12,Aimee Montoya,nursing_assistant,general_medicine,False
49,12,Aimee Montoya,nursing_assistant,general_medicine,True
50,12,Aimee Montoya,nursing_assistant,general_medicine,True
51,12,Aimee Montoya,nursing_assistant,general_medicine,False
52,13,Aimee Montoya,nursing_assistant,general_medicine,True
1,1,Matthew Mcmillan,nursing_assistant,general_medicine,True
2,1,Matthew Mcmillan,nursing_assistant,general_medicine,True
3,1,Matthew Mcmillan,nursing_assistant,general_medicine,False
4,1,Matthew Mcmillan,nursing_assistant,general_medicine,True
5,2,Matthew Mcmillan,nursing_assistant,general_medicine,True
6,2,Matthew Mcmillan,nursing_assistant,general_medicine,False
7,2,Matthew Mcmillan,nursing_assistant,general_medicine,True
8,2,Matthew Mcmillan,nursing_assistant,general_medicine,False
9,3,Matthew Mcmillan,nursing_assistant,general_medicine,False
10,3,Matthew Mcmillan,nursing_assistant,general_medicine,True
11,3,Matthew Mcmillan,nursing_assistant,general_medicine,False
12,3,Matthew Mcmillan,nursing_assistant,general_medicine,False
13,4,Matthew Mcmillan,nursing_assistant,general_medicine,True
14,4,Matthew Mcmillan,nursing_assistant,general_medicine,True
15,4,Matthew Mcmillan,nursing_assistant,general_medicine,False
16,4,Matthew Mcmillan,nursing_assistant,general_medicine,True
17,4,Matthew Mcmillan,nursing_assistant,general_medicine,True
18,5,Matthew Mcmillan,nursing_assistant,general_medicine,False
19,5,Matthew Mcmillan,nursing_assistant,general_medicine,True
20,5,Matthew Mcmillan,nursing_assistant,general_medicine,True
21,5,Matthew Mcmillan,nursing_assistant,general_medicine,False
22,6,Matthew Mcmillan,nursing_assistant,general_medicine,True
23,6,Matthew Mcmillan,nursing_assistant,general_medicine,True
24,6,Matthew Mcmillan,nursing_assistant,general_medicine,False
25,6,Matthew Mcmillan,nursing_assistant,general_medicine,False
26,7,Matthew Mcmillan,nursing_assistant,general_medicine,True
27,7,Matthew Mcmillan,nursing_assistant,general_medicine,False
28,7,Matthew Mcmillan,nursing_assistant,general_medicine,True
29,7,Matthew Mcmillan,nursing_assistant,general_medicine,True
30,7,Matthew Mcmillan,nursing_assistant,general_medicine,False
31,8,Matthew Mcmillan,nursing_assistant,general_medicine,True
32,8,Matthew Mcmillan,nursing_assistant,general_medicine,True
33,8,Matthew Mcmillan,nursing_assistant,general_medicine,False
34,8,Matthew Mcmillan,nursing_assistant,general_medicine,True
35,9,Matthew Mcmillan,nursing_assistant,general_medicine,True
36,9,Matthew Mcmillan,nursing_assistant,general_medicine,False
37,9,Matthew Mcmillan,nursing_assistant,general_medicine,True
38,9,Matthew Mcmillan,nursing_assistant,general_medicine,True
39,10,Matthew Mcmillan,nursing_assistant,general_medicine,False
40,10,Matthew Mcmillan,nursing_assistant,general_medicine,True
41,10,Matthew Mcmillan,nursing_assistant,general_medicine,False
42,10,Matthew Mcmillan,nursing_assistant,general_medicine,False
43,10,Matthew Mcmillan,nursing_assistant,general_medicine,True
44,11,Matthew Mcmillan,nursing_assistant,general_medicine,True
45,11,Matthew Mcmillan,nursing_assistant,general_medicine,False
46,11,Matthew Mcmillan,nursing_assistant,general_medicine,True
47,11,Matthew Mcmillan,nursing_assistant,general_medicine,True
48,12,Matthew Mcmillan,nursing_assistant,general_medicine,False
49,12,Matthew Mcmillan,nursing_assistant,general_medicine,False
50,12,Matthew Mcmillan,nursing_assistant,general_medicine,False
51,12,Matthew Mcmillan,nursing_assistant,general_medicine,False
52,13,Matthew Mcmillan,nursing_assistant,general_medicine,True
1,1,Brian Rodriguez,nursing_assistant,general_medicine,True
2,1,Brian Rodriguez,nursing_assistant,general_medicine,False
3,1,Brian Rodriguez,nursing_assistant,general_medicine,False
4,1,Brian Rodriguez,nursing_assistant,general_medicine,True
5,2,Brian Rodriguez,nursing_assistant,general_medicine,True
6,2,Brian Rodriguez,nursing_assistant,general_medicine,False
7,2,Brian Rodriguez,nursing_assistant,general_medicine,True
8,2,Brian Rodriguez,nursing_assistant,general_medicine,True
9,3,Brian Rodriguez,nursing_assistant,general_medicine,False
10,3,Brian Rodriguez,nursing_assistant,general_medicine,True
11,3,Brian Rodriguez,nursing_assistant,general_medicine,False
12,3,Brian Rodriguez,nursing_assistant,general_medicine,False
13,4,Brian Rodriguez,nursing_assistant,general_medicine,True
14,4,Brian Rodriguez,nursing_assistant,general_medicine,True
15,4,Brian Rodriguez,nursing_assistant,general_medicine,False
16,4,Brian Rodriguez,nursing_assistant,general_medicine,True
17,4,Brian Rodriguez,nursing_assistant,general_medicine,False
18,5,Brian Rodriguez,nursing_assistant,general_medicine,False
19,5,Brian Rodriguez,nursing_assistant,general_medicine,True
20,5,Brian Rodriguez,nursing_assistant,general_medicine,False
21,5,Brian Rodriguez,nursing_assistant,general_medicine,False
22,6,Brian Rodriguez,nursing_assistant,general_medicine,True
23,6,Brian Rodriguez,nursing_assistant,general_medicine,True
24,6,Brian Rodriguez,nursing_assistant,general_medicine,False
25,6,Brian Rodriguez,nursing_assistant,general_medicine,True
26,7,Brian Rodriguez,nursing_assistant,general_medicine,True
27,7,Brian Rodriguez,nursing_assistant,general_medicine,False
28,7,Brian Rodriguez,nursing_assistant,general_medicine,True
29,7,Brian Rodriguez,nursing_assistant,general_medicine,True
30,7,Brian Rodriguez,nursing_assistant,general_medicine,False
31,8,Brian Rodriguez,nursing_assistant,general_medicine,True
32,8,Brian Rodriguez,nursing_assistant,general_medicine,True
33,8,Brian Rodriguez,nursing_assistant,general_medicine,False
34,8,Brian Rodriguez,nursing_assistant,general_medicine,True
35,9,Brian Rodriguez,nursing_assistant,general_medicine,True
36,9,Brian Rodriguez,nursing_assistant,general_medicine,False
37,9,Brian Rodriguez,nursing_assistant,general_medicine,True
38,9,Brian Rodriguez,nursing_assistant,general_medicine,True
39,10,Brian Rodriguez,nursing_assistant,general_medicine,False
40,10,Brian Rodriguez,nursing_assistant,general_medicine,True
41,10,Brian Rodriguez,nursing_assistant,general_medicine,False
42,10,Brian Rodriguez,nursing_assistant,general_medicine,False
43,10,Brian Rodriguez,nursing_assistant,general_medicine,True
44,11,Brian Rodriguez,nursing_assistant,general_medicine,True
45,11,Brian Rodriguez,nursing_assistant,general_medicine,False
46,11,Brian Rodriguez,nursing_assistant,general_medicine,True
47,11,Brian Rodriguez,nursing_assistant,general_medicine,True
48,12,Brian Rodriguez,nursing_assistant,general_medicine,False
49,12,Brian Rodriguez,nursing_assistant,general_medicine,True
50,12,Brian Rodriguez,nursing_assistant,general_medicine,True
51,12,Brian Rodriguez,nursing_assistant,general_medicine,False
52,13,Brian Rodriguez,nursing_assistant,general_medicine,True
1,1,Denise Jacobs,doctor,ICU,True
2,1,Denise Jacobs,doctor,ICU,True
3,1,Denise Jacobs,doctor,ICU,False
4,1,Denise Jacobs,doctor,ICU,False
5,2,Denise Jacobs,doctor,ICU,True
6,2,Denise Jacobs,doctor,ICU,False
7,2,Denise Jacobs,doctor,ICU,True
8,2,Denise Jacobs,doctor,ICU,True
9,3,Denise Jacobs,doctor,ICU,False
10,3,Denise Jacobs,doctor,ICU,True
11,3,Denise Jacobs,doctor,ICU,True
12,3,Denise Jacobs,doctor,ICU,False
13,4,Denise Jacobs,doctor,ICU,True
14,4,Denise Jacobs,doctor,ICU,False
15,4,Denise Jacobs,doctor,ICU,False
16,4,Denise Jacobs,doctor,ICU,True
17,4,Denise Jacobs,doctor,ICU,False
18,5,Denise Jacobs,doctor,ICU,False
19,5,Denise Jacobs,doctor,ICU,True
20,5,Denise Jacobs,doctor,ICU,True
21,5,Denise Jacobs,doctor,ICU,False
22,6,Denise Jacobs,doctor,ICU,True
23,6,Denise Jacobs,doctor,ICU,True
24,6,Denise Jacobs,doctor,ICU,False
25,6,Denise Jacobs,doctor,ICU,True
26,7,Denise Jacobs,doctor,ICU,True
27,7,Denise Jacobs,doctor,ICU,False
28,7,Denise Jacobs,doctor,ICU,True
29,7,Denise Jacobs,doctor,ICU,True
30,7,Denise Jacobs,doctor,ICU,False
31,8,Denise Jacobs,doctor,ICU,True
32,8,Denise Jacobs,doctor,ICU,True
33,8,Denise Jacobs,doctor,ICU,False
34,8,Denise Jacobs,doctor,ICU,True
35,9,Denise Jacobs,doctor,ICU,True
36,9,Denise Jacobs,doctor,ICU,False
37,9,Denise Jacobs,doctor,ICU,True
38,9,Denise Jacobs,doctor,ICU,True
39,10,Denise Jacobs,doctor,ICU,False
40,10,Denise Jacobs,doctor,ICU,True
41,10,Denise Jacobs,doctor,ICU,True
42,10,Denise Jacobs,doctor,ICU,False
43,10,Denise Jacobs,doctor,ICU,True
44,11,Denise Jacobs,doctor,ICU,True
45,11,Denise Jacobs,doctor,ICU,False
46,11,Denise Jacobs,doctor,ICU,True
47,11,Denise Jacobs,doctor,ICU,True
48,12,Denise Jacobs,doctor,ICU,False
49,12,Denise Jacobs,doctor,ICU,True
50,12,Denise Jacobs,doctor,ICU,False
51,12,Denise Jacobs,doctor,ICU,False
52,13,Denise Jacobs,doctor,ICU,False
1,1,Christina Walters,doctor,ICU,True
2,1,Christina Walters,doctor,ICU,True
3,1,Christina Walters,doctor,ICU,False
4,1,Christina Walters,doctor,ICU,True
5,2,Christina Walters,doctor,ICU,True
6,2,Christina Walters,doctor,ICU,False
7,2,Christina Walters,doctor,ICU,True
8,2,Christina Walters,doctor,ICU,False
9,3,Christina Walters,doctor,ICU,False
10,3,Christina Walters,doctor,ICU,True
11,3,Christina Walters,doctor,ICU,True
12,3,Christina Walters,doctor,ICU,False
13,4,Christina Walters,doctor,ICU,True
14,4,Christina Walters,doctor,ICU,False
15,4,Christina Walters,doctor,ICU,False
16,4,Christina Walters,doctor,ICU,True
17,4,Christina Walters,doctor,ICU,True
18,5,Christina Walters,doctor,ICU,False
19,5,Christina Walters,doctor,ICU,True
20,5,Christina Walters,doctor,ICU,True
21,5,Christina Walters,doctor,ICU,False
22,6,Christina Walters,doctor,ICU,True
23,6,Christina Walters,doctor,ICU,True
24,6,Christina Walters,doctor,ICU,False
25,6,Christina Walters,doctor,ICU,True
26,7,Christina Walters,doctor,ICU,True
27,7,Christina Walters,doctor,ICU,False
28,7,Christina Walters,doctor,ICU,False
29,7,Christina Walters,doctor,ICU,True
30,7,Christina Walters,doctor,ICU,False
31,8,Christina Walters,doctor,ICU,True
32,8,Christina Walters,doctor,ICU,True
33,8,Christina Walters,doctor,ICU,False
34,8,Christina Walters,doctor,ICU,True
35,9,Christina Walters,doctor,ICU,True
36,9,Christina Walters,doctor,ICU,False
37,9,Christina Walters,doctor,ICU,False
38,9,Christina Walters,doctor,ICU,True
39,10,Christina Walters,doctor,ICU,False
40,10,Christina Walters,doctor,ICU,True
41,10,Christina Walters,doctor,ICU,True
42,10,Christina Walters,doctor,ICU,False
43,10,Christina Walters,doctor,ICU,True
44,11,Christina Walters,doctor,ICU,True
45,11,Christina Walters,doctor,ICU,False
46,11,Christina Walters,doctor,ICU,True
47,11,Christina Walters,doctor,ICU,True
48,12,Christina Walters,doctor,ICU,False
49,12,Christina Walters,doctor,ICU,False
50,12,Christina Walters,doctor,ICU,False
51,12,Christina Walters,doctor,ICU,False
52,13,Christina Walters,doctor,ICU,True
1,1,John Whitehead,doctor,ICU,True
2,1,John Whitehead,doctor,ICU,True
3,1,John Whitehead,doctor,ICU,False
4,1,John Whitehead,doctor,ICU,True
5,2,John Whitehead,doctor,ICU,True
6,2,John Whitehead,doctor,ICU,False
7,2,John Whitehead,doctor,ICU,True
8,2,John Whitehead,doctor,ICU,True
9,3,John Whitehead,doctor,ICU,False
10,3,John Whitehead,doctor,ICU,True
11,3,John Whitehead,doctor,ICU,False
12,3,John Whitehead,doctor,ICU,False
13,4,John Whitehead,doctor,ICU,True
14,4,John Whitehead,doctor,ICU,True
15,4,John Whitehead,doctor,ICU,False
16,4,John Whitehead,doctor,ICU,True
17,4,John Whitehead,doctor,ICU,True
18,5,John Whitehead,doctor,ICU,False
19,5,John Whitehead,doctor,ICU,True
20,5,John Whitehead,doctor,ICU,True
21,5,John Whitehead,doctor,ICU,False
22,6,John Whitehead,doctor,ICU,True
23,6,John Whitehead,doctor,ICU,True
24,6,John Whitehead,doctor,ICU,False
25,6,John Whitehead,doctor,ICU,True
26,7,John Whitehead,doctor,ICU,True
27,7,John Whitehead,doctor,ICU,False
28,7,John Whitehead,doctor,ICU,False
29,7,John Whitehead,doctor,ICU,True
30,7,John Whitehead,doctor,ICU,False
31,8,John Whitehead,doctor,ICU,True
32,8,John Whitehead,doctor,ICU,True
33,8,John Whitehead,doctor,ICU,False
34,8,John Whitehead,doctor,ICU,True
35,9,John Whitehead,doctor,ICU,True
36,9,John Whitehead,doctor,ICU,False
37,9,John Whitehead,doctor,ICU,True
38,9,John Whitehead,doctor,ICU,True
39,10,John Whitehead,doctor,ICU,False
40,10,John Whitehead,doctor,ICU,True
41,10,John Whitehead,doctor,ICU,False
42,10,John Whitehead,doctor,ICU,False
43,10,John Whitehead,doctor,ICU,True
44,11,John Whitehead,doctor,ICU,True
45,11,John Whitehead,doctor,ICU,False
46,11,John Whitehead,doctor,ICU,True
47,11,John Whitehead,doctor,ICU,True
48,12,John Whitehead,doctor,ICU,False
49,12,John Whitehead,doctor,ICU,True
50,12,John Whitehead,doctor,ICU,True
51,12,John Whitehead,doctor,ICU,False
52,13,John Whitehead,doctor,ICU,True
1,1,Anna Henderson,doctor,ICU,True
2,1,Anna Henderson,doctor,ICU,True
3,1,Anna Henderson,doctor,ICU,False
4,1,Anna Henderson,doctor,ICU,True
5,2,Anna Henderson,doctor,ICU,False
6,2,Anna Henderson,doctor,ICU,False
7,2,Anna Henderson,doctor,ICU,True
8,2,Anna Henderson,doctor,ICU,True
9,3,Anna Henderson,doctor,ICU,False
10,3,Anna Henderson,doctor,ICU,False
11,3,Anna Henderson,doctor,ICU,False
12,3,Anna Henderson,doctor,ICU,False
13,4,Anna Henderson,doctor,ICU,True
14,4,Anna Henderson,doctor,ICU,True
15,4,Anna Henderson,doctor,ICU,False
16,4,Anna Henderson,doctor,ICU,True
17,4,Anna Henderson,doctor,ICU,True
18,5,Anna Henderson,doctor,ICU,False
19,5,Anna Henderson,doctor,ICU,True
20,5,Anna Henderson,doctor,ICU,True
21,5,Anna Henderson,doctor,ICU,False
22,6,Anna Henderson,doctor,ICU,True
23,6,Anna Henderson,doctor,ICU,True
24,6,Anna Henderson,doctor,ICU,False
25,6,Anna Henderson,doctor,ICU,True
26,7,Anna Henderson,doctor,ICU,True
27,7,Anna Henderson,doctor,ICU,False
28,7,Anna Henderson,doctor,ICU,True
29,7,Anna Henderson,doctor,ICU,True
30,7,Anna Henderson,doctor,ICU,False
31,8,Anna Henderson,doctor,ICU,True
32,8,Anna Henderson,doctor,ICU,True
33,8,Anna Henderson,doctor,ICU,False
34,8,Anna Henderson,doctor,ICU,True
35,9,Anna Henderson,doctor,ICU,True
36,9,Anna Henderson,doctor,ICU,False
37,9,Anna Henderson,doctor,ICU,True
38,9,Anna Henderson,doctor,ICU,True
39,10,Anna Henderson,doctor,ICU,False
40,10,Anna Henderson,doctor,ICU,True
41,10,Anna Henderson,doctor,ICU,True
42,10,Anna Henderson,doctor,ICU,False
43,10,Anna Henderson,doctor,ICU,True
44,11,Anna Henderson,doctor,ICU,True
45,11,Anna Henderson,doctor,ICU,False
46,11,Anna Henderson,doctor,ICU,True
47,11,Anna Henderson,doctor,ICU,True
48,12,Anna Henderson,doctor,ICU,False
49,12,Anna Henderson,doctor,ICU,True
50,12,Anna Henderson,doctor,ICU,True
51,12,Anna Henderson,doctor,ICU,False
52,13,Anna Henderson,doctor,ICU,True
1,1,Aaron Wise,doctor,ICU,True
2,1,Aaron Wise,doctor,ICU,True
3,1,Aaron Wise,doctor,ICU,False
4,1,Aaron Wise,doctor,ICU,True
5,2,Aaron Wise,doctor,ICU,True
6,2,Aaron Wise,doctor,ICU,False
7,2,Aaron Wise,doctor,ICU,True
8,2,Aaron Wise,doctor,ICU,True
9,3,Aaron Wise,doctor,ICU,False
10,3,Aaron Wise,doctor,ICU,True
11,3,Aaron Wise,doctor,ICU,True
12,3,Aaron Wise,doctor,ICU,False
13,4,Aaron Wise,doctor,ICU,True
14,4,Aaron Wise,doctor,ICU,False
15,4,Aaron Wise,doctor,ICU,False
16,4,Aaron Wise,doctor,ICU,False
17,4,Aaron Wise,doctor,ICU,True
18,5,Aaron Wise,doctor,ICU,False
19,5,Aaron Wise,doctor,ICU,True
20,5,Aaron Wise,doctor,ICU,False
21,5,Aaron Wise,doctor,ICU,False
22,6,Aaron Wise,doctor,ICU,True
23,6,Aaron Wise,doctor,ICU,True
24,6,Aaron Wise,doctor,ICU,False
25,6,Aaron Wise,doctor,ICU,True
26,7,Aaron Wise,doctor,ICU,True
27,7,Aaron Wise,doctor,ICU,False
28,7,Aaron Wise,doctor,ICU,True
29,7,Aaron Wise,doctor,ICU,True
30,7,Aaron Wise,doctor,ICU,False
31,8,Aaron Wise,doctor,ICU,True
32,8,Aaron Wise,doctor,ICU,True
33,8,Aaron Wise,doctor,ICU,False
34,8,Aaron Wise,doctor,ICU,True
35,9,Aaron Wise,doctor,ICU,True
36,9,Aaron Wise,doctor,ICU,False
37,9,Aaron Wise,doctor,ICU,True
38,9,Aaron Wise,doctor,ICU,True
39,10,Aaron Wise,doctor,ICU,False
40,10,Aaron Wise,doctor,ICU,True
41,10,Aaron Wise,doctor,ICU,True
42,10,Aaron Wise,doctor,ICU,False
43,10,Aaron Wise,doctor,ICU,True
44,11,Aaron Wise,doctor,ICU,True
45,11,Aaron Wise,doctor,ICU,False
46,11,Aaron Wise,doctor,ICU,True
47,11,Aaron Wise,doctor,ICU,False
48,12,Aaron Wise,doctor,ICU,False
49,12,Aaron Wise,doctor,ICU,True
50,12,Aaron Wise,doctor,ICU,True
51,12,Aaron Wise,doctor,ICU,False
52,13,Aaron Wise,doctor,ICU,True
1,1,Deborah Figueroa,doctor,ICU,True
2,1,Deborah Figueroa,doctor,ICU,True
3,1,Deborah Figueroa,doctor,ICU,False
4,1,Deborah Figueroa,doctor,ICU,True
5,2,Deborah Figueroa,doctor,ICU,True
6,2,Deborah Figueroa,doctor,ICU,False
7,2,Deborah Figueroa,doctor,ICU,False
8,2,Deborah Figueroa,doctor,ICU,True
9,3,Deborah Figueroa,doctor,ICU,False
10,3,Deborah Figueroa,doctor,ICU,True
11,3,Deborah Figueroa,doctor,ICU,True
12,3,Deborah Figueroa,doctor,ICU,False
13,4,Deborah Figueroa,doctor,ICU,True
14,4,Deborah Figueroa,doctor,ICU,True
15,4,Deborah Figueroa,doctor,ICU,False
16,4,Deborah Figueroa,doctor,ICU,True
17,4,Deborah Figueroa,doctor,ICU,False
18,5,Deborah Figueroa,doctor,ICU,False
19,5,Deborah Figueroa,doctor,ICU,True
20,5,Deborah Figueroa,doctor,ICU,True
21,5,Deborah Figueroa,doctor,ICU,False
22,6,Deborah Figueroa,doctor,ICU,True
23,6,Deborah Figueroa,doctor,ICU,True
24,6,Deborah Figueroa,doctor,ICU,False
25,6,Deborah Figueroa,doctor,ICU,True
26,7,Deborah Figueroa,doctor,ICU,True
27,7,Deborah Figueroa,doctor,ICU,False
28,7,Deborah Figueroa,doctor,ICU,True
29,7,Deborah Figueroa,doctor,ICU,True
30,7,Deborah Figueroa,doctor,ICU,False
31,8,Deborah Figueroa,doctor,ICU,True
32,8,Deborah Figueroa,doctor,ICU,True
33,8,Deborah Figueroa,doctor,ICU,False
34,8,Deborah Figueroa,doctor,ICU,True
35,9,Deborah Figueroa,doctor,ICU,True
36,9,Deborah Figueroa,doctor,ICU,False
37,9,Deborah Figueroa,doctor,ICU,False
38,9,Deborah Figueroa,doctor,ICU,True
39,10,Deborah Figueroa,doctor,ICU,False
40,10,Deborah Figueroa,doctor,ICU,True
41,10,Deborah Figueroa,doctor,ICU,True
42,10,Deborah Figueroa,doctor,ICU,False
43,10,Deborah Figueroa,doctor,ICU,True
44,11,Deborah Figueroa,doctor,ICU,True
45,11,Deborah Figueroa,doctor,ICU,False
46,11,Deborah Figueroa,doctor,ICU,True
47,11,Deborah Figueroa,doctor,ICU,False
48,12,Deborah Figueroa,doctor,ICU,False
49,12,Deborah Figueroa,doctor,ICU,True
50,12,Deborah Figueroa,doctor,ICU,True
51,12,Deborah Figueroa,doctor,ICU,False
52,13,Deborah Figueroa,doctor,ICU,True
1,1,Jessica Smith,nurse,ICU,True
2,1,Jessica Smith,nurse,ICU,True
3,1,Jessica Smith,nurse,ICU,False
4,1,Jessica Smith,nurse,ICU,True
5,2,Jessica Smith,nurse,ICU,True
6,2,Jessica Smith,nurse,ICU,False
7,2,Jessica Smith,nurse,ICU,True
8,2,Jessica Smith,nurse,ICU,True
9,3,Jessica Smith,nurse,ICU,False
10,3,Jessica Smith,nurse,ICU,True
11,3,Jessica Smith,nurse,ICU,True
12,3,Jessica Smith,nurse,ICU,False
13,4,Jessica Smith,nurse,ICU,True
14,4,Jessica Smith,nurse,ICU,True
15,4,Jessica Smith,nurse,ICU,False
16,4,Jessica Smith,nurse,ICU,False
17,4,Jessica Smith,nurse,ICU,True
18,5,Jessica Smith,nurse,ICU,False
19,5,Jessica Smith,nurse,ICU,True
20,5,Jessica Smith,nurse,ICU,True
21,5,Jessica Smith,nurse,ICU,False
22,6,Jessica Smith,nurse,ICU,True
23,6,Jessica Smith,nurse,ICU,True
24,6,Jessica Smith,nurse,ICU,False
25,6,Jessica Smith,nurse,ICU,False
26,7,Jessica Smith,nurse,ICU,True
27,7,Jessica Smith,nurse,ICU,False
28,7,Jessica Smith,nurse,ICU,True
29,7,Jessica Smith,nurse,ICU,True
30,7,Jessica Smith,nurse,ICU,False
31,8,Jessica Smith,nurse,ICU,True
32,8,Jessica Smith,nurse,ICU,True
33,8,Jessica Smith,nurse,ICU,False
34,8,Jessica Smith,nurse,ICU,True
35,9,Jessica Smith,nurse,ICU,True
36,9,Jessica Smith,nurse,ICU,False
37,9,Jessica Smith,nurse,ICU,True
38,9,Jessica Smith,nurse,ICU,True
39,10,Jessica Smith,nurse,ICU,False
40,10,Jessica Smith,nurse,ICU,True
41,10,Jessica Smith,nurse,ICU,True
42,10,Jessica Smith,nurse,ICU,False
43,10,Jessica Smith,nurse,ICU,True
44,11,Jessica Smith,nurse,ICU,True
45,11,Jessica Smith,nurse,ICU,False
46,11,Jessica Smith,nurse,ICU,True
47,11,Jessica Smith,nurse,ICU,False
48,12,Jessica Smith,nurse,ICU,False
49,12,Jessica Smith,nurse,ICU,True
50,12,Jessica Smith,nurse,ICU,True
51,12,Jessica Smith,nurse,ICU,False
52,13,Jessica Smith,nurse,ICU,True
1,1,Stephen Mckee,nurse,ICU,True
2,1,Stephen Mckee,nurse,ICU,True
3,1,Stephen Mckee,nurse,ICU,False
4,1,Stephen Mckee,nurse,ICU,True
5,2,Stephen Mckee,nurse,ICU,True
6,2,Stephen Mckee,nurse,ICU,False
7,2,Stephen Mckee,nurse,ICU,True
8,2,Stephen Mckee,nurse,ICU,True
9,3,Stephen Mckee,nurse,ICU,False
10,3,Stephen Mckee,nurse,ICU,True
11,3,Stephen Mckee,nurse,ICU,True
12,3,Stephen Mckee,nurse,ICU,False
13,4,Stephen Mckee,nurse,ICU,True
14,4,Stephen Mckee,nurse,ICU,True
15,4,Stephen Mckee,nurse,ICU,False
16,4,Stephen Mckee,nurse,ICU,True
17,4,Stephen Mckee,nurse,ICU,False
18,5,Stephen Mckee,nurse,ICU,False
19,5,Stephen Mckee,nurse,ICU,True
20,5,Stephen Mckee,nurse,ICU,True
21,5,Stephen Mckee,nurse,ICU,False
22,6,Stephen Mckee,nurse,ICU,True
23,6,Stephen Mckee,nurse,ICU,True
24,6,Stephen Mckee,nurse,ICU,False
25,6,Stephen Mckee,nurse,ICU,True
26,7,Stephen Mckee,nurse,ICU,True
27,7,Stephen Mckee,nurse,ICU,False
28,7,Stephen Mckee,nurse,ICU,True
29,7,Stephen Mckee,nurse,ICU,True
30,7,Stephen Mckee,nurse,ICU,False
31,8,Stephen Mckee,nurse,ICU,True
32,8,Stephen Mckee,nurse,ICU,False
33,8,Stephen Mckee,nurse,ICU,False
34,8,Stephen Mckee,nurse,ICU,False
35,9,Stephen Mckee,nurse,ICU,True
36,9,Stephen Mckee,nurse,ICU,False
37,9,Stephen Mckee,nurse,ICU,True
38,9,Stephen Mckee,nurse,ICU,True
39,10,Stephen Mckee,nurse,ICU,False
40,10,Stephen Mckee,nurse,ICU,True
41,10,Stephen Mckee,nurse,ICU,True
42,10,Stephen Mckee,nurse,ICU,False
43,10,Stephen Mckee,nurse,ICU,True
44,11,Stephen Mckee,nurse,ICU,True
45,11,Stephen Mckee,nurse,ICU,False
46,11,Stephen Mckee,nurse,ICU,True
47,11,Stephen Mckee,nurse,ICU,True
48,12,Stephen Mckee,nurse,ICU,False
49,12,Stephen Mckee,nurse,ICU,True
50,12,Stephen Mckee,nurse,ICU,True
51,12,Stephen Mckee,nurse,ICU,False
52,13,Stephen Mckee,nurse,ICU,True
1,1,Sandra Aguilar,nurse,ICU,False
2,1,Sandra Aguilar,nurse,ICU,True
3,1,Sandra Aguilar,nurse,ICU,False
4,1,Sandra Aguilar,nurse,ICU,True
5,2,Sandra Aguilar,nurse,ICU,True
6,2,Sandra Aguilar,nurse,ICU,False
7,2,Sandra Aguilar,nurse,ICU,True
8,2,Sandra Aguilar,nurse,ICU,False
9,3,Sandra Aguilar,nurse,ICU,False
10,3,Sandra Aguilar,nurse,ICU,True
11,3,Sandra Aguilar,nurse,ICU,True
12,3,Sandra Aguilar,nurse,ICU,False
13,4,Sandra Aguilar,nurse,ICU,True
14,4,Sandra Aguilar,nurse,ICU,True
15,4,Sandra Aguilar,nurse,ICU,False
16,4,Sandra Aguilar,nurse,ICU,False
17,4,Sandra Aguilar,nurse,ICU,True
18,5,Sandra Aguilar,nurse,ICU,False
19,5,Sandra Aguilar,nurse,ICU,True
20,5,Sandra Aguilar,nurse,ICU,True
21,5,Sandra Aguilar,nurse,ICU,False
22,6,Sandra Aguilar,nurse,ICU,True
