week,month,staff_id,staff_name,role,service,present
2,1,STF-61961d5b,Christine Wright,nurse,ICU,True
3,1,STF-61961d5b,Christine Wright,nurse,ICU,False
4,1,STF-61961d5b,Christine Wright,nurse,ICU,True
5,2,STF-61961d5b,Christine Wright,nurse,ICU,True
6,2,STF-61961d5b,Christine Wright,nurse,ICU,False
7,2,STF-61961d5b,Christine Wright,nurse,ICU,True
8,2,STF-61961d5b,Christine Wright,nurse,ICU,True
9,3,STF-61961d5b,Christine Wright,nurse,ICU,False
10,3,STF-61961d5b,Christine Wright,nurse,ICU,True
11,3,STF-61961d5b,Christine Wright,nurse,ICU,True
12,3,STF-61961d5b,Christine Wright,nurse,ICU,False
13,4,STF-61961d5b,Christine Wright,nurse,ICU,True
14,4,STF-61961d5b,Christine Wright,nurse,ICU,True
15,4,STF-61961d5b,Christine Wright,nurse,ICU,False
16,4,STF-61961d5b,Christine Wright,nurse,ICU,True
17,4,STF-61961d5b,Christine Wright,nurse,ICU,False
18,5,STF-61961d5b,Christine Wright,nurse,ICU,False
19,5,STF-61961d5b,Christine Wright,nurse,ICU,True
20,5,STF-61961d5b,Christine Wright,nurse,ICU,True
21,5,STF-61961d5b,Christine Wright,nurse,ICU,False
22,6,STF-61961d5b,Christine Wright,nurse,ICU,True
23,6,STF-61961d5b,Christine Wright,nurse,ICU,True
24,6,STF-61961d5b,Christine Wright,nurse,ICU,False
25,6,STF-61961d5b,Christine Wright,nurse,ICU,True
26,7,STF-61961d5b,Christine Wright,nurse,ICU,True
27,7,STF-61961d5b,Christine Wright,nurse,ICU,False
28,7,STF-61961d5b,Christine Wright,nurse,ICU,True
29,7,STF-61961d5b,Christine Wright,nurse,ICU,True
30,7,STF-61961d5b,Christine Wright,nurse,ICU,False
31,8,STF-61961d5b,Christine Wright,nurse,ICU,True
32,8,STF-61961d5b,Christine Wright,nurse,ICU,True
33,8,STF-61961d5b,Christine Wright,nurse,ICU,False
34,8,STF-61961d5b,Christine Wright,nurse,ICU,True
35,9,STF-61961d5b,Christine Wright,nurse,ICU,False
36,9,STF-61961d5b,Christine Wright,nurse,ICU,False
37,9,STF-61961d5b,Christine Wright,nurse,ICU,True
38,9,STF-61961d5b,Christine Wright,nurse,ICU,True
39,10,STF-61961d5b,Christine Wright,nurse,ICU,False
40,10,STF-61961d5b,Christine Wright,nurse,ICU,True
41,10,STF-61961d5b,Christine Wright,nurse,ICU,True
42,10,STF-61961d5b,Christine Wright,nurse,ICU,False
43,10,STF-61961d5b,Christine Wright,nurse,ICU,True
44,11,STF-61961d5b,Christine Wright,nurse,ICU,True
45,11,STF-61961d5b,Christine Wright,nurse,ICU,False
46,11,STF-61961d5b,Christine Wright,nurse,ICU,True
47,11,STF-61961d5b,Christine Wright,nurse,ICU,True
48,12,STF-61961d5b,Christine Wright,nurse,ICU,False
49,12,STF-61961d5b,Christine Wright,nurse,ICU,True
50,12,STF-61961d5b,Christine Wright,nurse,ICU,True
51,12,STF-61961d5b,Christine Wright,nurse,ICU,False
52,13,STF-61961d5b,Christine Wright,nurse,ICU,True
1,1,STF-ea97e797,Richard Henson,nurse,ICU,True
2,1,STF-ea97e797,Richard Henson,nurse,ICU,True
3,1,STF-ea97e797,Richard Henson,nurse,ICU,False
4,1,STF-ea97e797,Richard Henson,nurse,ICU,True
5,2,STF-ea97e797,Richard Henson,nurse,ICU,True
6,2,STF-ea97e797,Richard Henson,nurse,ICU,False
7,2,STF-ea97e797,Richard Henson,nurse,ICU,True
8,2,STF-ea97e797,Richard Henson,nurse,ICU,True
9,3,STF-ea97e797,Richard Henson,nurse,ICU,False
10,3,STF-ea97e797,Richard Henson,nurse,ICU,True
11,3,STF-ea97e797,Richard Henson,nurse,ICU,True
12,3,STF-ea97e797,Richard Henson,nurse,ICU,False
13,4,STF-ea97e797,Richard Henson,nurse,ICU,False
14,4,STF-ea97e797,Richard Henson,nurse,ICU,True
15,4,STF-ea97e797,Richard Henson,nurse,ICU,False
16,4,STF-ea97e797,Richard Henson,nurse,ICU,False
17,4,STF-ea97e797,Richard Henson,nurse,ICU,True
18,5,STF-ea97e797,Richard Henson,nurse,ICU,False
19,5,STF-ea97e797,Richard Henson,nurse,ICU,True
20,5,STF-ea97e797,Richard Henson,nurse,ICU,False
21,5,STF-ea97e797,Richard Henson,nurse,ICU,False
22,6,STF-ea97e797,Richard Henson,nurse,ICU,True
23,6,STF-ea97e797,Richard Henson,nurse,ICU,True
24,6,STF-ea97e797,Richard Henson,nurse,ICU,False
25,6,STF-ea97e797,Richard Henson,nurse,ICU,True
26,7,STF-ea97e797,Richard Henson,nurse,ICU,True
27,7,STF-ea97e797,Richard Henson,nurse,ICU,False
28,7,STF-ea97e797,Richard Henson,nurse,ICU,True
29,7,STF-ea97e797,Richard Henson,nurse,ICU,True
30,7,STF-ea97e797,Richard Henson,nurse,ICU,False
31,8,STF-ea97e797,Richard Henson,nurse,ICU,True
32,8,STF-ea97e797,Richard Henson,nurse,ICU,True
33,8,STF-ea97e797,Richard Henson,nurse,ICU,False
34,8,STF-ea97e797,Richard Henson,nurse,ICU,True
35,9,STF-ea97e797,Richard Henson,nurse,ICU,True
36,9,STF-ea97e797,Richard Henson,nurse,ICU,False
37,9,STF-ea97e797,Richard Henson,nurse,ICU,True
38,9,STF-ea97e797,Richard Henson,nurse,ICU,True
39,10,STF-ea97e797,Richard Henson,nurse,ICU,False
40,10,STF-ea97e797,Richard Henson,nurse,ICU,True
41,10,STF-ea97e797,Richard Henson,nurse,ICU,True
42,10,STF-ea97e797,Richard Henson,nurse,ICU,False
43,10,STF-ea97e797,Richard Henson,nurse,ICU,True
44,11,STF-ea97e797,Richard Henson,nurse,ICU,True
45,11,STF-ea97e797,Richard Henson,nurse,ICU,False
46,11,STF-ea97e797,Richard Henson,nurse,ICU,True
47,11,STF-ea97e797,Richard Henson,nurse,ICU,True
48,12,STF-ea97e797,Richard Henson,nurse,ICU,False
49,12,STF-ea97e797,Richard Henson,nurse,ICU,True
50,12,STF-ea97e797,Richard Henson,nurse,ICU,True
51,12,STF-ea97e797,Richard Henson,nurse,ICU,False
52,13,STF-ea97e797,Richard Henson,nurse,ICU,True
1,1,STF-e9bd9766,Marc Moore,nurse,ICU,True
2,1,STF-e9bd9766,Marc Moore,nurse,ICU,True
3,1,STF-e9bd9766,Marc Moore,nurse,ICU,False
4,1,STF-e9bd9766,Marc Moore,nurse,ICU,True
5,2,STF-e9bd9766,Marc Moore,nurse,ICU,True
6,2,STF-e9bd9766,Marc Moore,nurse,ICU,False
7,2,STF-e9bd9766,Marc Moore,nurse,ICU,True
8,2,STF-e9bd9766,Marc Moore,nurse,ICU,True
9,3,STF-e9bd9766,Marc Moore,nurse,ICU,False
10,3,STF-e9bd9766,Marc Moore,nurse,ICU,True
11,3,STF-e9bd9766,Marc Moore,nurse,ICU,True
12,3,STF-e9bd9766,Marc Moore,nurse,ICU,False
13,4,STF-e9bd9766,Marc Moore,nurse,ICU,True
14,4,STF-e9bd9766,Marc Moore,nurse,ICU,True
15,4,STF-e9bd9766,Marc Moore,nurse,ICU,False
16,4,STF-e9bd9766,Marc Moore,nurse,ICU,True
17,4,STF-e9bd9766,Marc Moore,nurse,ICU,True
18,5,STF-e9bd9766,Marc Moore,nurse,ICU,False
19,5,STF-e9bd9766,Marc Moore,nurse,ICU,True
20,5,STF-e9bd9766,Marc Moore,nurse,ICU,True
21,5,STF-e9bd9766,Marc Moore,nurse,ICU,False
22,6,STF-e9bd9766,Marc Moore,nurse,ICU,True
23,6,STF-e9bd9766,Marc Moore,nurse,ICU,True
24,6,STF-e9bd9766,Marc Moore,nurse,ICU,False
25,6,STF-e9bd9766,Marc Moore,nurse,ICU,True
26,7,STF-e9bd9766,Marc Moore,nurse,ICU,True
27,7,STF-e9bd9766,Marc Moore,nurse,ICU,False
28,7,STF-e9bd9766,Marc Moore,nurse,ICU,True
29,7,STF-e9bd9766,Marc Moore,nurse,ICU,False
30,7,STF-e9bd9766,Marc Moore,nurse,ICU,False
31,8,STF-e9bd9766,Marc Moore,nurse,ICU,True
32,8,STF-e9bd9766,Marc Moore,nurse,ICU,True
33,8,STF-e9bd9766,Marc Moore,nurse,ICU,False
34,8,STF-e9bd9766,Marc Moore,nurse,ICU,True
35,9,STF-e9bd9766,Marc Moore,nurse,ICU,True
36,9,STF-e9bd9766,Marc Moore,nurse,ICU,False
37,9,STF-e9bd9766,Marc Moore,nurse,ICU,True
38,9,STF-e9bd9766,Marc Moore,nurse,ICU,True
39,10,STF-e9bd9766,Marc Moore,nurse,ICU,False
40,10,STF-e9bd9766,Marc Moore,nurse,ICU,True
41,10,STF-e9bd9766,Marc Moore,nurse,ICU,True
42,10,STF-e9bd9766,Marc Moore,nurse,ICU,False
43,10,STF-e9bd9766,Marc Moore,nurse,ICU,True
44,11,STF-e9bd9766,Marc Moore,nurse,ICU,True
45,11,STF-e9bd9766,Marc Moore,nurse,ICU,False
46,11,STF-e9bd9766,Marc Moore,nurse,ICU,True
47,11,STF-e9bd9766,Marc Moore,nurse,ICU,True
48,12,STF-e9bd9766,Marc Moore,nurse,ICU,False
49,12,STF-e9bd9766,Marc Moore,nurse,ICU,True
50,12,STF-e9bd9766,Marc Moore,nurse,ICU,False
51,12,STF-e9bd9766,Marc Moore,nurse,ICU,False
52,13,STF-e9bd9766,Marc Moore,nurse,ICU,True
1,1,STF-1511492d,Sharon Cherry,nurse,ICU,True
2,1,STF-1511492d,Sharon Cherry,nurse,ICU,True
3,1,STF-1511492d,Sharon Cherry,nurse,ICU,False
4,1,STF-1511492d,Sharon Cherry,nurse,ICU,True
5,2,STF-1511492d,Sharon Cherry,nurse,ICU,True
6,2,STF-1511492d,Sharon Cherry,nurse,ICU,False
7,2,STF-1511492d,Sharon Cherry,nurse,ICU,True
8,2,STF-1511492d,Sharon Cherry,nurse,ICU,True
9,3,STF-1511492d,Sharon Cherry,nurse,ICU,False
10,3,STF-1511492d,Sharon Cherry,nurse,ICU,True
11,3,STF-1511492d,Sharon Cherry,nurse,ICU,True
12,3,STF-1511492d,Sharon Cherry,nurse,ICU,False
13,4,STF-1511492d,Sharon Cherry,nurse,ICU,True
14,4,STF-1511492d,Sharon Cherry,nurse,ICU,True
15,4,STF-1511492d,Sharon Cherry,nurse,ICU,False
16,4,STF-1511492d,Sharon Cherry,nurse,ICU,False
17,4,STF-1511492d,Sharon Cherry,nurse,ICU,True
18,5,STF-1511492d,Sharon Cherry,nurse,ICU,False
19,5,STF-1511492d,Sharon Cherry,nurse,ICU,True
20,5,STF-1511492d,Sharon Cherry,nurse,ICU,True
21,5,STF-1511492d,Sharon Cherry,nurse,ICU,False
22,6,STF-1511492d,Sharon Cherry,nurse,ICU,True
23,6,STF-1511492d,Sharon Cherry,nurse,ICU,True
24,6,STF-1511492d,Sharon Cherry,nurse,ICU,False
25,6,STF-1511492d,Sharon Cherry,nurse,ICU,True
26,7,STF-1511492d,Sharon Cherry,nurse,ICU,True
27,7,STF-1511492d,Sharon Cherry,nurse,ICU,False
28,7,STF-1511492d,Sharon Cherry,nurse,ICU,True
29,7,STF-1511492d,Sharon Cherry,nurse,ICU,True
30,7,STF-1511492d,Sharon Cherry,nurse,ICU,False
31,8,STF-1511492d,Sharon Cherry,nurse,ICU,True
32,8,STF-1511492d,Sharon Cherry,nurse,ICU,False
33,8,STF-1511492d,Sharon Cherry,nurse,ICU,False
34,8,STF-1511492d,Sharon Cherry,nurse,ICU,True
35,9,STF-1511492d,Sharon Cherry,nurse,ICU,True
36,9,STF-1511492d,Sharon Cherry,nurse,ICU,False
37,9,STF-1511492d,Sharon Cherry,nurse,ICU,True
38,9,STF-1511492d,Sharon Cherry,nurse,ICU,True
39,10,STF-1511492d,Sharon Cherry,nurse,ICU,False
40,10,STF-1511492d,Sharon Cherry,nurse,ICU,True
41,10,STF-1511492d,Sharon Cherry,nurse,ICU,True
42,10,STF-1511492d,Sharon Cherry,nurse,ICU,False
43,10,STF-1511492d,Sharon Cherry,nurse,ICU,True
44,11,STF-1511492d,Sharon Cherry,nurse,ICU,True
45,11,STF-1511492d,Sharon Cherry,nurse,ICU,False
46,11,STF-1511492d,Sharon Cherry,nurse,ICU,True
47,11,STF-1511492d,Sharon Cherry,nurse,ICU,True
48,12,STF-1511492d,Sharon Cherry,nurse,ICU,False
49,12,STF-1511492d,Sharon Cherry,nurse,ICU,True
50,12,STF-1511492d,Sharon Cherry,nurse,ICU,True
51,12,STF-1511492d,Sharon Cherry,nurse,ICU,False
52,13,STF-1511492d,Sharon Cherry,nurse,ICU,True
1,1,STF-15db5d87,Sierra Johnson,nurse,ICU,True
2,1,STF-15db5d87,Sierra Johnson,nurse,ICU,False
3,1,STF-15db5d87,Sierra Johnson,nurse,ICU,False
4,1,STF-15db5d87,Sierra Johnson,nurse,ICU,True
5,2,STF-15db5d87,Sierra Johnson,nurse,ICU,False
6,2,STF-15db5d87,Sierra Johnson,nurse,ICU,False
7,2,STF-15db5d87,Sierra Johnson,nurse,ICU,True
8,2,STF-15db5d87,Sierra Johnson,nurse,ICU,True
9,3,STF-15db5d87,Sierra Johnson,nurse,ICU,False
10,3,STF-15db5d87,Sierra Johnson,nurse,ICU,True
11,3,STF-15db5d87,Sierra Johnson,nurse,ICU,True
12,3,STF-15db5d87,Sierra Johnson,nurse,ICU,False
13,4,STF-15db5d87,Sierra Johnson,nurse,ICU,False
14,4,STF-15db5d87,Sierra Johnson,nurse,ICU,True
15,4,STF-15db5d87,Sierra Johnson,nurse,ICU,False
16,4,STF-15db5d87,Sierra Johnson,nurse,ICU,True
17,4,STF-15db5d87,Sierra Johnson,nurse,ICU,True
18,5,STF-15db5d87,Sierra Johnson,nurse,ICU,False
19,5,STF-15db5d87,Sierra Johnson,nurse,ICU,True
20,5,STF-15db5d87,Sierra Johnson,nurse,ICU,True
21,5,STF-15db5d87,Sierra Johnson,nurse,ICU,False
22,6,STF-15db5d87,Sierra Johnson,nurse,ICU,True
23,6,STF-15db5d87,Sierra Johnson,nurse,ICU,True
24,6,STF-15db5d87,Sierra Johnson,nurse,ICU,False
25,6,STF-15db5d87,Sierra Johnson,nurse,ICU,True
26,7,STF-15db5d87,Sierra Johnson,nurse,ICU,False
27,7,STF-15db5d87,Sierra Johnson,nurse,ICU,False
28,7,STF-15db5d87,Sierra Johnson,nurse,ICU,True
29,7,STF-15db5d87,Sierra Johnson,nurse,ICU,True
30,7,STF-15db5d87,Sierra Johnson,nurse,ICU,False
31,8,STF-15db5d87,Sierra Johnson,nurse,ICU,True
32,8,STF-15db5d87,Sierra Johnson,nurse,ICU,True
33,8,STF-15db5d87,Sierra Johnson,nurse,ICU,False
34,8,STF-15db5d87,Sierra Johnson,nurse,ICU,True
35,9,STF-15db5d87,Sierra Johnson,nurse,ICU,True
36,9,STF-15db5d87,Sierra Johnson,nurse,ICU,False
37,9,STF-15db5d87,Sierra Johnson,nurse,ICU,False
38,9,STF-15db5d87,Sierra Johnson,nurse,ICU,True
39,10,STF-15db5d87,Sierra Johnson,nurse,ICU,False
40,10,STF-15db5d87,Sierra Johnson,nurse,ICU,False
41,10,STF-15db5d87,Sierra Johnson,nurse,ICU,True
42,10,STF-15db5d87,Sierra Johnson,nurse,ICU,False
43,10,STF-15db5d87,Sierra Johnson,nurse,ICU,True
44,11,STF-15db5d87,Sierra Johnson,nurse,ICU,True
45,11,STF-15db5d87,Sierra Johnson,nurse,ICU,False
46,11,STF-15db5d87,Sierra Johnson,nurse,ICU,True
47,11,STF-15db5d87,Sierra Johnson,nurse,ICU,True
48,12,STF-15db5d87,Sierra Johnson,nurse,ICU,False
49,12,STF-15db5d87,Sierra Johnson,nurse,ICU,True
50,12,STF-15db5d87,Sierra Johnson,nurse,ICU,True
51,12,STF-15db5d87,Sierra Johnson,nurse,ICU,False
52,13,STF-15db5d87,Sierra Johnson,nurse,ICU,True
1,1,STF-188cd855,Evelyn Galvan,nurse,ICU,True
2,1,STF-188cd855,Evelyn Galvan,nurse,ICU,True
3,1,STF-188cd855,Evelyn Galvan,nurse,ICU,False
4,1,STF-188cd855,Evelyn Galvan,nurse,ICU,True
5,2,STF-188cd855,Evelyn Galvan,nurse,ICU,False
6,2,STF-188cd855,Evelyn Galvan,nurse,ICU,False
7,2,STF-188cd855,Evelyn Galvan,nurse,ICU,False
8,2,STF-188cd855,Evelyn Galvan,nurse,ICU,False
9,3,STF-188cd855,Evelyn Galvan,nurse,ICU,False
10,3,STF-188cd855,Evelyn Galvan,nurse,ICU,True
11,3,STF-188cd855,Evelyn Galvan,nurse,ICU,True
12,3,STF-188cd855,Evelyn Galvan,nurse,ICU,False
13,4,STF-188cd855,Evelyn Galvan,nurse,ICU,True
14,4,STF-188cd855,Evelyn Galvan,nurse,ICU,True
15,4,STF-188cd855,Evelyn Galvan,nurse,ICU,False
16,4,STF-188cd855,Evelyn Galvan,nurse,ICU,True
17,4,STF-188cd855,Evelyn Galvan,nurse,ICU,True
18,5,STF-188cd855,Evelyn Galvan,nurse,ICU,False
19,5,STF-188cd855,Evelyn Galvan,nurse,ICU,True
20,5,STF-188cd855,Evelyn Galvan,nurse,ICU,True
21,5,STF-188cd855,Evelyn Galvan,nurse,ICU,False
22,6,STF-188cd855,Evelyn Galvan,nurse,ICU,True
23,6,STF-188cd855,Evelyn Galvan,nurse,ICU,True
24,6,STF-188cd855,Evelyn Galvan,nurse,ICU,False
25,6,STF-188cd855,Evelyn Galvan,nurse,ICU,True
26,7,STF-188cd855,Evelyn Galvan,nurse,ICU,True
27,7,STF-188cd855,Evelyn Galvan,nurse,ICU,False
28,7,STF-188cd855,Evelyn Galvan,nurse,ICU,True
29,7,STF-188cd855,Evelyn Galvan,nurse,ICU,True
30,7,STF-188cd855,Evelyn Galvan,nurse,ICU,False
31,8,STF-188cd855,Evelyn Galvan,nurse,ICU,True
32,8,STF-188cd855,Evelyn Galvan,nurse,ICU,True
33,8,STF-188cd855,Evelyn Galvan,nurse,ICU,False
34,8,STF-188cd855,Evelyn Galvan,nurse,ICU,True
35,9,STF-188cd855,Evelyn Galvan,nurse,ICU,True
36,9,STF-188cd855,Evelyn Galvan,nurse,ICU,False
37,9,STF-188cd855,Evelyn Galvan,nurse,ICU,True
38,9,STF-188cd855,Evelyn Galvan,nurse,ICU,True
39,10,STF-188cd855,Evelyn Galvan,nurse,ICU,False
40,10,STF-188cd855,Evelyn Galvan,nurse,ICU,False
41,10,STF-188cd855,Evelyn Galvan,nurse,ICU,True
42,10,STF-188cd855,Evelyn Galvan,nurse,ICU,False
43,10,STF-188cd855,Evelyn Galvan,nurse,ICU,True
44,11,STF-188cd855,Evelyn Galvan,nurse,ICU,True
45,11,STF-188cd855,Evelyn Galvan,nurse,ICU,False
46,11,STF-188cd855,Evelyn Galvan,nurse,ICU,True
47,11,STF-188cd855,Evelyn Galvan,nurse,ICU,True
48,12,STF-188cd855,Evelyn Galvan,nurse,ICU,False
49,12,STF-188cd855,Evelyn Galvan,nurse,ICU,True
50,12,STF-188cd855,Evelyn Galvan,nurse,ICU,True
51,12,STF-188cd855,Evelyn Galvan,nurse,ICU,False
52,13,STF-188cd855,Evelyn Galvan,nurse,ICU,True
1,1,STF-d962d308,Sharon Cochran,nurse,ICU,True
2,1,STF-d962d308,Sharon Cochran,nurse,ICU,True
3,1,STF-d962d308,Sharon Cochran,nurse,ICU,False
4,1,STF-d962d308,Sharon Cochran,nurse,ICU,True
5,2,STF-d962d308,Sharon Cochran,nurse,ICU,True
6,2,STF-d962d308,Sharon Cochran,nurse,ICU,False
7,2,STF-d962d308,Sharon Cochran,nurse,ICU,True
8,2,STF-d962d308,Sharon Cochran,nurse,ICU,True
9,3,STF-d962d308,Sharon Cochran,nurse,ICU,False
10,3,STF-d962d308,Sharon Cochran,nurse,ICU,True
11,3,STF-d962d308,Sharon Cochran,nurse,ICU,True
12,3,STF-d962d308,Sharon Cochran,nurse,ICU,False
13,4,STF-d962d308,Sharon Cochran,nurse,ICU,True
14,4,STF-d962d308,Sharon Cochran,nurse,ICU,True
15,4,STF-d962d308,Sharon Cochran,nurse,ICU,False
16,4,STF-d962d308,Sharon Cochran,nurse,ICU,True
17,4,STF-d962d308,Sharon Cochran,nurse,ICU,True
18,5,STF-d962d308,Sharon Cochran,nurse,ICU,False
19,5,STF-d962d308,Sharon Cochran,nurse,ICU,True
20,5,STF-d962d308,Sharon Cochran,nurse,ICU,True
21,5,STF-d962d308,Sharon Cochran,nurse,ICU,False
22,6,STF-d962d308,Sharon Cochran,nurse,ICU,True
23,6,STF-d962d308,Sharon Cochran,nurse,ICU,True
24,6,STF-d962d308,Sharon Cochran,nurse,ICU,False
25,6,STF-d962d308,Sharon Cochran,nurse,ICU,False
26,7,STF-d962d308,Sharon Cochran,nurse,ICU,True
27,7,STF-d962d308,Sharon Cochran,nurse,ICU,False
28,7,STF-d962d308,Sharon Cochran,nurse,ICU,True
29,7,STF-d962d308,Sharon Cochran,nurse,ICU,True
30,7,STF-d962d308,Sharon Cochran,nurse,ICU,False
31,8,STF-d962d308,Sharon Cochran,nurse,ICU,True
32,8,STF-d962d308,Sharon Cochran,nurse,ICU,True
33,8,STF-d962d308,Sharon Cochran,nurse,ICU,False
34,8,STF-d962d308,Sharon Cochran,nurse,ICU,True
35,9,STF-d962d308,Sharon Cochran,nurse,ICU,True
36,9,STF-d962d308,Sharon Cochran,nurse,ICU,False
37,9,STF-d962d308,Sharon Cochran,nurse,ICU,True
38,9,STF-d962d308,Sharon Cochran,nurse,ICU,True
39,10,STF-d962d308,Sharon Cochran,nurse,ICU,False
40,10,STF-d962d308,Sharon Cochran,nurse,ICU,False
41,10,STF-d962d308,Sharon Cochran,nurse,ICU,False
42,10,STF-d962d308,Sharon Cochran,nurse,ICU,False
43,10,STF-d962d308,Sharon Cochran,nurse,ICU,True
44,11,STF-d962d308,Sharon Cochran,nurse,ICU,True
45,11,STF-d962d308,Sharon Cochran,nurse,ICU,False
46,11,STF-d962d308,Sharon Cochran,nurse,ICU,True
47,11,STF-d962d308,Sharon Cochran,nurse,ICU,True
48,12,STF-d962d308,Sharon Cochran,nurse,ICU,False
49,12,STF-d962d308,Sharon Cochran,nurse,ICU,True
50,12,STF-d962d308,Sharon Cochran,nurse,ICU,True
51,12,STF-d962d308,Sharon Cochran,nurse,ICU,False
52,13,STF-d962d308,Sharon Cochran,nurse,ICU,True
1,1,STF-052894a3,Richard Rodriguez,nurse,ICU,False
2,1,STF-052894a3,Richard Rodriguez,nurse,ICU,True
3,1,STF-052894a3,Richard Rodriguez,nurse,ICU,False
4,1,STF-052894a3,Richard Rodriguez,nurse,ICU,False
5,2,STF-052894a3,Richard Rodriguez,nurse,ICU,True
6,2,STF-052894a3,Richard Rodriguez,nurse,ICU,False
7,2,STF-052894a3,Richard Rodriguez,nurse,ICU,True
8,2,STF-052894a3,Richard Rodriguez,nurse,ICU,True
9,3,STF-052894a3,Richard Rodriguez,nurse,ICU,False
10,3,STF-052894a3,Richard Rodriguez,nurse,ICU,True
11,3,STF-052894a3,Richard Rodriguez,nurse,ICU,False
12,3,STF-052894a3,Richard Rodriguez,nurse,ICU,False
13,4,STF-052894a3,Richard Rodriguez,nurse,ICU,True
14,4,STF-052894a3,Richard Rodriguez,nurse,ICU,True
15,4,STF-052894a3,Richard Rodriguez,nurse,ICU,False
16,4,STF-052894a3,Richard Rodriguez,nurse,ICU,True
17,4,STF-052894a3,Richard Rodriguez,nurse,ICU,True
18,5,STF-052894a3,Richard Rodriguez,nurse,ICU,False
19,5,STF-052894a3,Richard Rodriguez,nurse,ICU,True
20,5,STF-052894a3,Richard Rodriguez,nurse,ICU,False
21,5,STF-052894a3,Richard Rodriguez,nurse,ICU,False
22,6,STF-052894a3,Richard Rodriguez,nurse,ICU,True
23,6,STF-052894a3,Richard Rodriguez,nurse,ICU,True
24,6,STF-052894a3,Richard Rodriguez,nurse,ICU,False
25,6,STF-052894a3,Richard Rodriguez,nurse,ICU,True
26,7,STF-052894a3,Richard Rodriguez,nurse,ICU,True
27,7,STF-052894a3,Richard Rodriguez,nurse,ICU,False
28,7,STF-052894a3,Richard Rodriguez,nurse,ICU,False
29,7,STF-052894a3,Richard Rodriguez,nurse,ICU,True
30,7,STF-052894a3,Richard Rodriguez,nurse,ICU,False
31,8,STF-052894a3,Richard Rodriguez,nurse,ICU,True
32,8,STF-052894a3,Richard Rodriguez,nurse,ICU,True
33,8,STF-052894a3,Richard Rodriguez,nurse,ICU,False
34,8,STF-052894a3,Richard Rodriguez,nurse,ICU,True
35,9,STF-052894a3,Richard Rodriguez,nurse,ICU,True
36,9,STF-052894a3,Richard Rodriguez,nurse,ICU,False
37,9,STF-052894a3,Richard Rodriguez,nurse,ICU,True
38,9,STF-052894a3,Richard Rodriguez,nurse,ICU,True
39,10,STF-052894a3,Richard Rodriguez,nurse,ICU,False
40,10,STF-052894a3,Richard Rodriguez,nurse,ICU,True
41,10,STF-052894a3,Richard Rodriguez,nurse,ICU,True
42,10,STF-052894a3,Richard Rodriguez,nurse,ICU,False
43,10,STF-052894a3,Richard Rodriguez,nurse,ICU,True
44,11,STF-052894a3,Richard Rodriguez,nurse,ICU,True
45,11,STF-052894a3,Richard Rodriguez,nurse,ICU,False
46,11,STF-052894a3,Richard Rodriguez,nurse,ICU,True
47,11,STF-052894a3,Richard Rodriguez,nurse,ICU,True
48,12,STF-052894a3,Richard Rodriguez,nurse,ICU,False
49,12,STF-052894a3,Richard Rodriguez,nurse,ICU,False
50,12,STF-052894a3,Richard Rodriguez,nurse,ICU,True
51,12,STF-052894a3,Richard Rodriguez,nurse,ICU,False
52,13,STF-052894a3,Richard Rodriguez,nurse,ICU,True
1,1,STF-e573be71,Shannon Walker,nurse,ICU,True
2,1,STF-e573be71,Shannon Walker,nurse,ICU,True
3,1,STF-e573be71,Shannon Walker,nurse,ICU,False
4,1,STF-e573be71,Shannon Walker,nurse,ICU,True
5,2,STF-e573be71,Shannon Walker,nurse,ICU,True
6,2,STF-e573be71,Shannon Walker,nurse,ICU,False
7,2,STF-e573be71,Shannon Walker,nurse,ICU,True
8,2,STF-e573be71,Shannon Walker,nurse,ICU,True
9,3,STF-e573be71,Shannon Walker,nurse,ICU,False
10,3,STF-e573be71,Shannon Walker,nurse,ICU,True
11,3,STF-e573be71,Shannon Walker,nurse,ICU,True
12,3,STF-e573be71,Shannon Walker,nurse,ICU,False
13,4,STF-e573be71,Shannon Walker,nurse,ICU,False
14,4,STF-e573be71,Shannon Walker,nurse,ICU,True
15,4,STF-e573be71,Shannon Walker,nurse,ICU,False
16,4,STF-e573be71,Shannon Walker,nurse,ICU,True
17,4,STF-e573be71,Shannon Walker,nurse,ICU,True
18,5,STF-e573be71,Shannon Walker,nurse,ICU,False
19,5,STF-e573be71,Shannon Walker,nurse,ICU,True
20,5,STF-e573be71,Shannon Walker,nurse,ICU,True
21,5,STF-e573be71,Shannon Walker,nurse,ICU,False
22,6,STF-e573be71,Shannon Walker,nurse,ICU,True
23,6,STF-e573be71,Shannon Walker,nurse,ICU,True
24,6,STF-e573be71,Shannon Walker,nurse,ICU,False
25,6,STF-e573be71,Shannon Walker,nurse,ICU,False
26,7,STF-e573be71,Shannon Walker,nurse,ICU,True
27,7,STF-e573be71,Shannon Walker,nurse,ICU,False
28,7,STF-e573be71,Shannon Walker,nurse,ICU,True
29,7,STF-e573be71,Shannon Walker,nurse,ICU,True
30,7,STF-e573be71,Shannon Walker,nurse,ICU,False
31,8,STF-e573be71,Shannon Walker,nurse,ICU,False
32,8,STF-e573be71,Shannon Walker,nurse,ICU,True
33,8,STF-e573be71,Shannon Walker,nurse,ICU,False
34,8,STF-e573be71,Shannon Walker,nurse,ICU,True
35,9,STF-e573be71,Shannon Walker,nurse,ICU,True
